Mariage,Mari,Femme,Date,Lieu,Source,Note
[Mariage683],[51191],[66161],1957,,,
[Mariage684],[56688],[66162],,,,
[Mariage685],[53703],[66163],1980,,,
[Mariage686],[52536],[66166],1891,,,
[Mariage687],[61401],[66167],1893,,,
[Mariage688],[66168],[66169],1842,,,
[Mariage689],[50918],[66170],1926,,,
[Mariage690],[53109],[66171],1915,,,
[Mariage691],[50745],[66172],1876,,,
[Mariage692],[66188],[51707],1863,,,
[Mariage693],[52242],[66193],1907,,,
[Mariage694],[50669],[66194],1860,,,
[Mariage695],[50668],[66196],1903,,,
[Mariage696],[51526],[66198],1874,,,
[Mariage697],[52189],[66200],1937,,,
[Mariage698],[52204],[66202],1896,,,
[Mariage699],[50672],[66203],1855,,,
[Mariage700],[55851],[66206],1869,,,
[Mariage701],[50925],[66209],1910,,,
[Mariage702],[55882],[66213],1910,,,
[Mariage703],[51325],[66215],1937,,,
[Mariage704],[55553],[66216],1909,,,
[Mariage705],[55873],[66218],1874-01-27,,,
[Mariage706],[56338],[66219],1913,,,
[Mariage707],[50940],[66220],1914,,,
[Mariage708],[52087],[66221],1937,,,
[Mariage709],[55073],[66223],1980,,,
[Mariage710],[55559],[66225],1906,,,
[Mariage711],[50952],[69925],1957,,,
[Mariage712],[51357],[66228],1909,,,
[Mariage713],[50241],[66231],1952,,,
[Mariage714],[50241],[66230],1905,,,
[Mariage715],[55959],[66232],1876,,,
[Mariage716],[51892],[66234],1910,,,
[Mariage717],[51921],[66236],1867,,,
[Mariage718],[51952],[66238],1888,,,
[Mariage719],[51899],[66241],1887,,,
[Mariage720],[51127],[66243],1980,,,
[Mariage721],[51263],[66244],1937,,,
[Mariage722],[52184],[66245],1918,,,
[Mariage723],[52219],[66246],1894,,,
[Mariage724],[52282],[66247],1924,,,
[Mariage725],[52391],[66248],1937,,,
[Mariage726],[52500],[66249],1911,,,
[Mariage727],[52509],[66250],1910,,,
[Mariage728],[52561],[66251],1937,,,
[Mariage729],[52590],[66252],1909,,,
[Mariage730],[52631],[66254],1928,,,
[Mariage731],[55816],[66255],1873,,,
[Mariage732],[52824],[66256],1908,,,
[Mariage733],[52850],[66257],1957,,,
[Mariage734],[53051],[66258],1927,,,
[Mariage735],[53142],[66259],1928,,,
[Mariage736],[53149],[66260],1919,,,
[Mariage737],[53343],[66261],1980,,,
[Mariage738],[53519],[66262],2000,,,
[Mariage739],[53560],[66263],1980,,,
[Mariage740],[53903],[66264],2000,,,
[Mariage741],[54352],[66265],1980,,,
[Mariage742],[54389],[66266],1955,,,
[Mariage743],[54694],[66268],1980,,,
[Mariage744],[54700],[66269],1932,,,
[Mariage745],[54880],[66270],1969,,,
[Mariage746],[54930],[66271],2000,,,
[Mariage747],[55510],[66272],1919,,,
[Mariage748],[55649],[66273],1929,,,
[Mariage749],[56399],[66274],1907,,,
[Mariage750],[56658],[66275],1930,,,
[Mariage751],[56762],[66276],1942,,,
[Mariage752],[56988],[66277],1957,,,
[Mariage753],[57742],[66278],1980,,,
[Mariage754],[61294],[63476],1937,,,
[Mariage755],[61995],[66279],1980,,,
[Mariage756],[62355],[66280],1980,,,
[Mariage757],[62357],[66281],1927,,,
[Mariage758],[63096],[66282],1902,,,
[Mariage759],[63340],[66283],1892,,,
[Mariage760],[58128],[61283],1970,,,
[Mariage761],[50774],[66286],1910,,,
[Mariage762],[50739],[66288],1886,,,
[Mariage763],[51875],[65957],1868,,,
[Mariage764],[61370],[65006],1901,,,
[Mariage765],[65504],[65505],1901,,,
[Mariage766],[65538],[65539],,,,
[Mariage767],[65644],[65645],,,,
[Mariage768],[65648],[65649],,,,
[Mariage769],[65869],[65909],,,,
[Mariage770],[65882],[65883],,,,
[Mariage771],[65916],[64075],1844,,,
[Mariage772],[65921],[65922],,,,
[Mariage773],[66049],[66050],,,,
[Mariage774],[66164],[66165],1853,,,
[Mariage775],[63613],[63912],1871-09-11,,,
[Mariage776],[64029],[66156],1880,,,
[Mariage777],[64848],[64849],1843,,,
[Mariage778],[65069],[65070],,,,
[Mariage779],[65158],[65159],,,,
[Mariage780],[65343],[65052],,,,
[Mariage781],[65350],[65351],,,,
[Mariage782],[65352],[65353],,,,
[Mariage783],[65403],[65404],,,,
[Mariage784],[65496],[65497],,,,
[Mariage785],[50006],[66294],1910,,,
[Mariage786],[50027],[66295],1941,,,
[Mariage787],[50126],[66296],1980,,,
[Mariage788],[50261],[66297],1880,,,
[Mariage789],[50264],[66298],1878,,,
[Mariage790],[50735],[66299],1883,,,
[Mariage791],[50319],[66308],1910,,,
[Mariage792],[50319],[66309],1910,,,
[Mariage793],[66310],[66311],,,,
[Mariage794],[66314],[66315],,,,
[Mariage795],[66312],[66313],,,,
[Mariage796],[66316],[66317],,,,
[Mariage797],[55781],[66319],1910,,,
[Mariage798],[66318],[66321],,,,
[Mariage799],[66318],[66322],,,,
[Mariage800],[55792],[66327],1910,,,
[Mariage801],[66329],[66330],,,,
[Mariage802],[55820],[66333],1887,,,
[Mariage803],[66337],[66335],,,,
[Mariage804],[66337],[66336],,,,
[Mariage805],[50786],[66343],1910,,,
[Mariage806],[50657],[66344],1891,,,
[Mariage807],[66348],[66347],1850,,,
[Mariage808],[66350],[66351],,,,
[Mariage809],[55850],[66352],1884,,,
[Mariage810],[55861],[66356],1884,,,
[Mariage811],[66354],[66355],1845,,,
[Mariage812],[64316],[66360],1980,,,
[Mariage813],[66361],[66362],,,,
[Mariage814],[66364],[66363],,,,
[Mariage815],[66365],[66366],1782,,,
[Mariage816],[66367],[66368],,,,
[Mariage817],[55865],[66370],1910,,,
[Mariage818],[66110],[66375],1838-08-14,,,
[Mariage819],[66117],[66377],1862,,,
[Mariage820],[66378],[66379],1833,,,
[Mariage821],[66130],[66381],1806,,,
[Mariage822],[66383],[66384],1774,,,
[Mariage823],[51975],[66388],1868-05-19,,,
[Mariage824],[51030],[66400],1957,,,
[Mariage825],[51412],[66401],1906-02-17,,,
[Mariage826],[66402],[66403],,,,
[Mariage827],[66404],[66405],1884,,,
[Mariage828],[66404],[66406],1901,,,
[Mariage829],[66407],[66408],1879,,,
[Mariage830],[66409],[66410],1809,,,
[Mariage831],[66411],[66412],,,,
[Mariage832],[66413],[66414],,,,
[Mariage833],[66415],[66416],,,,
[Mariage834],[66417],[66418],1815,,,
[Mariage835],[66417],[66420],1819,,,
[Mariage836],[55802],[66424],1910,,,
[Mariage837],[55906],[66426],1910,,,
[Mariage838],[66427],[66428],,,,
[Mariage839],[66427],[66430],,,,
[Mariage840],[66431],[66432],,,,
[Mariage841],[55906],[66433],,,,
[Mariage842],[66434],[66435],,,,
[Mariage843],[66436],[66437],,,,
[Mariage844],[55908],[66442],1910,,,
[Mariage845],[64030],[66443],,,,
[Mariage846],[55911],[66444],1884,,,
[Mariage847],[51472],[66447],1870,,,
[Mariage848],[66446],[66448],,,,
[Mariage849],[66451],[66452],,,,
[Mariage850],[66451],[66453],,,,
[Mariage851],[55920],[66456],1910,,,
[Mariage852],[66454],[66455],,,,
[Mariage853],[66463],[66464],,,,
[Mariage854],[66465],[66466],1870,,,
[Mariage855],[66470],[66471],,,,
[Mariage856],[65061],[66472],,,,
[Mariage857],[50180],[66481],1929,,,
[Mariage858],[50180],[66483],1942,,,
[Mariage859],[66486],[66487],,,,
[Mariage860],[55732],[66488],1895,,,
[Mariage861],[66490],[66491],,,,
[Mariage862],[55283],[66492],1956,,,
[Mariage863],[50216],[66495],1937,,,
[Mariage864],[55208],[66497],1980,,,
[Mariage865],[55726],[66499],1937,,,
[Mariage866],[50288],[66502],1957,,,
[Mariage867],[64028],[66505],1868,,,
[Mariage868],[66197],[66508],1878,,,
[Mariage869],[51244],[66513],1905,,,
[Mariage870],[51245],[66514],1934,,,
[Mariage871],[50003],[66520],1860,,,
[Mariage872],[50008],[66521],1900,,,
[Mariage873],[50159],[66522],1952,,,
[Mariage874],[50179],[66523],1932,,,
[Mariage875],[50185],[66524],1924,,,
[Mariage876],[50198],[66525],1928,,,
[Mariage877],[50219],[66526],1911,,,
[Mariage878],[50246],[66527],1910,,,
[Mariage879],[50254],[66528],1882,,,
[Mariage880],[50268],[66529],1900,,,
[Mariage881],[50323],[66530],1931,,,
[Mariage882],[50330],[66531],1926,,,
[Mariage883],[50348],[66532],1918,,,
[Mariage884],[50357],[66533],1951,,,
[Mariage885],[50358],[66534],1940,,,
[Mariage886],[50433],[66535],1923,,,
[Mariage887],[50629],[66536],1959,,,
[Mariage888],[50631],[66537],1859,,,
[Mariage889],[50646],[66538],1901,,,
[Mariage890],[50648],[66539],1874,,,
[Mariage891],[50653],[66540],1886,,,
[Mariage892],[50683],[66541],1883,,,
[Mariage893],[50685],[66542],1884,,,
[Mariage894],[50693],[66543],1887,,,
[Mariage895],[50706],[66544],1885,,,
[Mariage896],[50701],[66555],1855,,,
[Mariage897],[66558],[66559],1848,,,
[Mariage898],[50855],[66560],1941,,,
[Mariage899],[50854],[66561],1937,,,
[Mariage900],[56103],[66562],1910,,,
[Mariage901],[50968],[66563],1935,,,
[Mariage902],[66211],[66565],,,,
[Mariage903],[66214],[66566],,,,
[Mariage905],[66210],[66571],,,,
[Mariage906],[66210],[66572],,,,
[Mariage907],[66575],[66576],,,,
[Mariage908],[66577],[66578],,,,
[Mariage909],[51858],[66579],1893,,,
[Mariage910],[66580],[66581],,,,
[Mariage911],[66583],[66584],,,,
[Mariage912],[51493],[66585],1910,,,
[Mariage913],[66589],[66590],1857,,,
[Mariage914],[66586],[66592],,,,
[Mariage915],[66594],[66595],,,,
[Mariage916],[56100],[66596],1860,,,
[Mariage917],[66597],[66598],1885,,,
[Mariage918],[66597],[66599],,,,
[Mariage919],[66600],[66587],,,,
[Mariage920],[66601],[66602],1932,,,
[Mariage921],[52665],[66605],1931,,,
[Mariage922],[66609],[66608],,,,
[Mariage923],[66610],[66611],,,,
[Mariage924],[51495],[66612],1910,,,
[Mariage925],[55816],[66614],1884,,,
[Mariage926],[66615],[66616],,,,
[Mariage927],[52512],[66617],1904,,,
[Mariage928],[66618],[66619],1881,,,
[Mariage929],[52542],[66620],1937,,,
[Mariage930],[61499],[66621],1912,,,
[Mariage931],[50740],[66622],1884,,,
[Mariage932],[53172],[66631],1921,,,
[Mariage933],[66630],[66633],1877,,,
[Mariage934],[66634],[66635],1911,,,
[Mariage935],[66638],[66639],1897,,,
[Mariage936],[66640],[66641],,,,
[Mariage937],[66638],[66642],1883,,,
[Mariage938],[51589],[66644],1868,,,
[Mariage939],[66645],[66646],,,,
[Mariage940],[55496],[66647],1942,,,
[Mariage941],[66650],[66651],,,,
[Mariage942],[55204],[66652],1980,,,
[Mariage943],[66655],[66656],,,,
[Mariage944],[66653],[66657],1919,,,
[Mariage945],[55680],[66660],1937,,,
[Mariage946],[55680],[66663],,,,
[Mariage947],[55224],[66666],1980,,,
[Mariage948],[66667],[66668],,,,
[Mariage949],[66670],[66671],1883,,,
[Mariage950],[66673],[66674],,,,
[Mariage951],[63903],[66675],,,,
[Mariage952],[61129],[66676],1848-09-16,,,
[Mariage953],[66680],[66679],1873-04-17,,,
[Mariage954],[66683],[66682],1857,,,
[Mariage955],[66683],[66685],,,,
[Mariage956],[66687],[66686],,,,
[Mariage957],[66689],[66690],,,,
[Mariage958],[64068],[66691],,,,
[Mariage959],[56027],[66692],1872,,,
[Mariage960],[66695],[66696],,,,
[Mariage961],[55261],[66697],1957,,,
[Mariage962],[55261],[66698],,,,
[Mariage963],[55309],[66699],1957,,,
[Mariage964],[55536],[66703],1914,,,
[Mariage965],[55312],[66707],1928,,,
[Mariage966],[66705],[66706],1880,,,
[Mariage967],[66708],[66709],,,,
[Mariage968],[55316],[66711],1957,,,
[Mariage969],[66713],[61925],,,,
[Mariage970],[55780],[66714],1910,,,
[Mariage971],[66715],[66716],,,,
[Mariage972],[55361],[66718],1912,,,
[Mariage973],[63652],[66720],,,,
[Mariage974],[55370],[66721],1916,,,
[Mariage975],[55375],[66724],1957,,,
[Mariage976],[54169],[66726],1933,,,
[Mariage977],[55383],[66733],1937,,,
[Mariage978],[63741],[66734],,,,
[Mariage979],[66737],[66738],,,,
[Mariage980],[52192],[66739],1910,,,
[Mariage981],[66735],[66736],,,,
[Mariage982],[66741],[66742],1786,,,
[Mariage983],[66743],[66744],1756,,,
[Mariage984],[66745],[66746],,,,
[Mariage985],[66743],[66747],1765,,,
[Mariage986],[66751],[66752],,,,
[Mariage987],[55414],[66753],1957,,,
[Mariage988],[53333],[66755],1980,,,
[Mariage989],[66756],[66757],,,,
[Mariage990],[55446],[66759],1957,,,
[Mariage991],[66760],[66761],1925,,,
[Mariage992],[66760],[66762],1930,,,
[Mariage993],[55447],[66766],1957,,,
[Mariage994],[66772],[53366],1959-12-28,,,
[Mariage995],[55679],[66776],1920,,,
[Mariage996],[55682],[66777],1937,,,
[Mariage997],[66779],[66778],,,,
[Mariage998],[55456],[66780],1931,,,
[Mariage999],[55456],[66782],1939,,,
[Mariage1000],[55456],[66784],1977,,,
[Mariage1001],[55687],[66786],1908,,,
[Mariage1002],[53346],[66791],1939,,,
[Mariage1003],[66793],[66794],,,,
[Mariage1004],[66795],[66796],,,,
[Mariage1005],[66800],[66801],,,,
[Mariage1006],[57588],[66803],1957,,,
[Mariage1007],[55494],[66809],1957,,,
[Mariage1008],[66811],[66812],,,,
[Mariage1009],[55830],[66813],1910,,,
[Mariage1010],[55830],[66814],,,,
[Mariage1011],[55502],[66817],1922,,,
[Mariage1012],[66820],[66821],1888,,,
[Mariage1013],[52203],[66824],1891,,,
[Mariage1014],[66827],[64037],1846,,,
[Mariage1015],[62380],[66828],1909,,,
[Mariage1016],[63907],[66846],1780,,,
[Mariage1017],[63906],[66852],1813,,,
[Mariage1018],[51380],[66342],1904,,,
[Mariage1019],[61453],[65817],1913,,,
[Mariage1020],[65692],[65693],,,,
[Mariage1021],[66422],[66423],,,,
[Mariage1022],[66458],[66459],,,,
[Mariage1023],[66467],[66468],,,,
[Mariage1024],[66484],[66485],,,,
[Mariage1025],[66773],[66774],,,,
[Mariage1026],[63865],[66856],,,,
[Mariage1027],[55608],[66857],1918,,,
[Mariage1028],[55870],[66859],1878,,,
[Mariage1029],[66861],[66862],1877,,,
[Mariage1031],[55637],[66863],1913,,,
[Mariage1034],[50766],[66870],1910,,,
[Mariage1035],[66871],[66872],,,,
[Mariage1036],[66874],[66875],,,,
[Mariage1037],[55550],[66876],1937,,,
[Mariage1038],[66878],[66879],,,,
[Mariage1039],[55477],[66880],1928,,,
[Mariage1040],[66883],[66884],,,,
[Mariage1041],[50335],[66885],1949,,,
[Mariage1042],[66886],[66887],,,,
[Mariage1043],[51426],[66889],1889,,,
[Mariage1044],[51426],[66891],1898,,,
[Mariage1045],[66893],[66894],,,,
[Mariage1046],[55074],[66896],1957,,,
[Mariage1047],[55150],[66900],1980,,,
[Mariage1048],[50883],[66903],1957,,,
[Mariage1049],[66910],[66911],,,,
[Mariage1050],[50903],[66913],1928,,,
[Mariage1051],[50903],[66917],1926,,,
[Mariage1052],[66922],[66923],,,,
[Mariage1053],[50951],[66924],1931,,,
[Mariage1054],[50987],[66927],1928,,,
[Mariage1055],[51068],[66930],1951,,,
[Mariage1056],[51085],[66933],1980,,,
[Mariage1057],[66935],[66936],,,,
[Mariage1058],[51143],[66937],1980,,,
[Mariage1059],[66938],[66939],,,,
[Mariage1060],[51162],[66940],1947,,,
[Mariage1061],[51162],[66942],1984,,,
[Mariage1062],[66944],[66945],,,,
[Mariage1063],[55421],[66946],1945,,,
[Mariage1064],[51219],[66954],1890,,,
[Mariage1065],[50638],[66958],1873,,,
[Mariage1066],[52755],[66971],1939,,,
[Mariage1067],[52522],[64973],1914,,,
[Mariage1068],[50779],[66998],1890,,,
[Mariage1069],[63603],[67000],1881,,,
[Mariage1070],[51907],[67001],1881,,,
[Mariage1071],[50829],[67002],1934,,,
[Mariage1072],[56197],[67005],1905,,,
[Mariage1073],[67008],[67009],,,,
[Mariage1074],[51933],[67011],1910,,,
[Mariage1075],[67013],[67014],,,,
[Mariage1076],[51494],[67015],1893,,,
[Mariage1077],[67016],[67017],,,,
[Mariage1078],[51991],[67019],1872,,,
[Mariage1079],[55811],[67020],1878,,,
[Mariage1080],[52105],[67022],1913,,,
[Mariage1081],[52111],[67025],1905,,,
[Mariage1082],[52111],[67027],1941,,,
[Mariage1083],[67030],[67031],,,,
[Mariage1084],[52223],[67032],1892,,,
[Mariage1085],[67034],[67035],,,,
[Mariage1086],[67036],[67037],,,,
[Mariage1087],[55295],[67038],1918,,,
[Mariage1088],[67042],[67043],,,,
[Mariage1089],[55484],[67044],1920,,,
[Mariage1090],[50746],[67045],1870,,,
[Mariage1091],[67046],[67047],,,,
[Mariage1092],[52662],[67048],1957,,,
[Mariage1093],[67049],[67050],,,,
[Mariage1094],[55643],[67051],1937,,,
[Mariage1095],[66964],[67053],1902,,,
[Mariage1096],[55207],[67054],1980,,,
[Mariage1097],[67056],[67057],,,,
[Mariage1098],[55082],[67058],1980,,,
[Mariage1099],[67040],[67060],1868,,,
[Mariage1100],[63657],[67061],,,,
[Mariage1101],[55136],[67062],1980,,,
[Mariage1102],[54649],[67065],1941,,,
[Mariage1103],[55351],[67069],1957,,,
[Mariage1104],[67072],[67073],,,,
[Mariage1105],[54838],[67074],2000,,,
[Mariage1106],[54848],[67075],2000,,,
[Mariage1107],[54907],[67080],2000,,,
[Mariage1108],[54920],[67083],1969,,,
[Mariage1109],[54934],[67087],2000,,,
[Mariage1110],[54944],[67090],2000,,,
[Mariage1111],[54981],[67094],1999,,,
[Mariage1112],[67097],[67098],,,,
[Mariage1113],[55060],[67099],1960,,,
[Mariage1114],[55066],[67101],1968,,,
[Mariage1115],[55067],[67103],1980,,,
[Mariage1116],[67105],[67103],,,,
[Mariage1117],[55068],[67107],1947,,,
[Mariage1118],[55070],[67109],1944,,,
[Mariage1119],[67110],[67111],,,,
[Mariage1120],[55072],[67112],1980,,,
[Mariage1121],[55076],[67116],1959,,,
[Mariage1122],[67114],[67115],,,,
[Mariage1123],[55077],[67118],1953,,,
[Mariage1124],[55079],[67123],1955,,,
[Mariage1125],[67125],[67126],,,,
[Mariage1126],[55081],[67127],1980,,,
[Mariage1127],[67129],[67130],,,,
[Mariage1128],[55089],[67131],1980,,,
[Mariage1129],[55092],[67133],1955,,,
[Mariage1130],[67135],[67136],,,,
[Mariage1131],[55093],[67137],1980,,,
[Mariage1132],[67139],[67140],,,,
[Mariage1133],[55096],[67141],1980,,,
[Mariage1134],[65392],[67143],,,,
[Mariage1135],[67144],[67145],,,,
[Mariage1136],[55100],[67147],1955,,,
[Mariage1137],[67149],[67150],,,,
[Mariage1138],[55101],[67151],1980,,,
[Mariage1139],[67152],[67153],,,,
[Mariage1140],[55105],[67154],1949,,,
[Mariage1141],[67156],[67157],,,,
[Mariage1142],[55107],[67158],1980,,,
[Mariage1143],[55110],[64791],1957,,,
[Mariage1144],[67162],[67163],,,,
[Mariage1145],[55111],[67164],1980,,,
[Mariage1146],[67165],[67166],,,,
[Mariage1147],[55112],[67167],1980,,,
[Mariage1148],[55113],[67170],1949,,,
[Mariage1149],[55116],[67171],1980,,,
[Mariage1150],[55121],[67176],1980,,,
[Mariage1151],[63658],[67178],,,,
[Mariage1152],[55123],[67180],1980,,,
[Mariage1153],[55124],[67183],1949,,,
[Mariage1154],[67187],[55133],1980,,,
[Mariage1155],[67188],[67189],,,,
[Mariage1156],[55138],[67190],1963,,,
[Mariage1157],[55142],[67193],1980,,,
[Mariage1158],[67197],[67198],,,,
[Mariage1159],[67199],[67200],,,,
[Mariage1160],[67201],[67202],,,,
[Mariage1161],[67206],[67207],,,,
[Mariage1162],[67209],[67210],1897,,,
[Mariage1163],[67211],[67212],,,,
[Mariage1164],[55144],[67213],1980,,,
[Mariage1165],[67215],[67216],,,,
[Mariage1166],[55147],[67217],1959,,,
[Mariage1167],[67219],[67220],,,,
[Mariage1171],[67221],[55148],1980,,,
[Mariage1172],[67222],[67223],,,,
[Mariage1173],[55149],[67224],1980,,,
[Mariage1174],[55149],[67225],,,,
[Mariage1175],[67226],[67227],,,,
[Mariage1176],[55158],[67228],1980,,,
[Mariage1178],[67231],[55159],1954,,,
[Mariage1179],[67232],[67233],,,,
[Mariage1180],[55160],[67234],1943,,,
[Mariage1181],[67235],[67236],,,,
[Mariage1182],[55171],[67237],,,,
[Mariage1183],[55171],[67238],1969,,,
[Mariage1184],[55172],[67240],1980,,,
[Mariage1185],[67242],[67243],,,,
[Mariage1186],[55179],[67244],1952,,,
[Mariage1187],[67245],[67246],,,,
[Mariage1188],[55180],[67247],1961,,,
[Mariage1189],[55184],[67250],1942,,,
[Mariage1190],[67252],[67253],,,,
[Mariage1191],[55186],[67254],1958,,,
[Mariage1192],[67255],[67256],,,,
[Mariage1193],[55187],[67257],1980,,,
[Mariage1194],[55193],[67260],1957,,,
[Mariage1197],[67262],[55194],1939,,,
[Mariage1198],[67264],[55210],1954,,,
[Mariage1199],[67265],[67266],,,,
[Mariage1200],[55211],[67267],1980,,,
[Mariage1201],[55212],[67269],1980,,,
[Mariage1202],[67271],[67272],,,,
[Mariage1203],[67273],[55213],1980,,,
[Mariage1204],[67274],[67275],,,,
[Mariage1205],[55215],[67276],1944,,,
[Mariage1206],[55215],[67278],,,,
[Mariage1207],[67280],[67281],1917,,,
[Mariage1208],[55219],[67282],1956,,,
[Mariage1209],[67283],[67284],,,,
[Mariage1210],[55220],[67285],1955,,,
[Mariage1211],[67286],[67287],,,,
[Mariage1212],[55222],[67288],1980,,,
[Mariage1213],[67290],[67291],,,,
[Mariage1214],[55223],[67292],1964,,,
[Mariage1215],[67295],[67296],,,,
[Mariage1216],[67297],[55231],1980,,,
[Mariage1217],[67298],[67299],,,,
[Mariage1218],[55235],[67300],1980,,,
[Mariage1219],[55237],[67302],1980,,,
[Mariage1220],[67303],[67304],,,,
[Mariage1221],[67305],[67306],,,,
[Mariage1222],[55242],[67307],1953,,,
[Mariage1223],[67309],[67310],,,,
[Mariage1224],[55247],[67311],1980,,,
[Mariage1225],[67315],[67316],,,,
[Mariage1226],[55251],[67318],1961,,,
[Mariage1228],[55257],[67322],1939,,,
[Mariage1229],[55258],[67324],1980,,,
[Mariage1230],[63659],[67327],,,,
[Mariage1231],[55260],[67328],1980,,,
[Mariage1232],[67331],[67332],,,,
[Mariage1233],[55265],[67333],1938,,,
[Mariage1234],[55269],[67336],1959,,,
[Mariage1235],[55276],[67340],1957,,,
[Mariage1236],[55278],[67343],1947,,,
[Mariage1237],[67345],[67346],1928,,,
[Mariage1238],[55280],[67347],1956,,,
[Mariage1239],[55284],[67350],1959,,,
[Mariage1240],[55289],[67354],1957,,,
[Mariage1241],[67355],[67356],,,,
[Mariage1242],[55290],[67357],1957,,,
[Mariage1243],[67358],[67359],,,,
[Mariage1244],[55291],[67360],1930,,,
[Mariage1245],[67361],[67362],,,,
[Mariage1246],[55292],[67363],1933,,,
[Mariage1247],[67365],[67366],,,,
[Mariage1248],[55294],[67367],1919,,,
[Mariage1249],[55294],[67368],1913,,,
[Mariage1250],[55301],[67372],1931,,,
[Mariage1251],[67374],[67375],,,,
[Mariage1252],[55302],[67376],1944,,,
[Mariage1253],[55302],[67377],1935,,,
[Mariage1254],[67378],[67379],,,,
[Mariage1255],[55306],[67380],1957,,,
[Mariage1256],[67381],[67382],,,,
[Mariage1257],[55308],[67383],1957,,,
[Mariage1258],[55313],[67385],1943,,,
[Mariage1259],[55315],[67387],1957,,,
[Mariage1260],[67389],[67390],,,,
[Mariage1261],[55317],[67391],1930,,,
[Mariage1262],[67392],[67393],,,,
[Mariage1263],[55319],[67394],1957,,,
[Mariage1264],[67395],[67396],,,,
[Mariage1265],[55321],[67397],1957,,,
[Mariage1266],[67398],[67399],,,,
[Mariage1267],[55324],[67400],1957,,,
[Mariage1268],[67401],[67402],,,,
[Mariage1269],[55325],[67403],1927,,,
[Mariage1270],[67404],[67405],,,,
