Mariage,Mari,Femme,Date,Lieu,Source,Note
[Mariage3944],[88414],,,,,
[Mariage3946],[74066],,,,,
[Mariage3946],[75795],,,,,
[Mariage3946],[100050],,,,,
[Mariage3947],[75828],,,,,
[Mariage3948],[75648],,,,,
[Mariage3949],[91848],,,,,
[Mariage3950],[90607],,,,,
[Mariage3951],[75308],,,,,
[Mariage3952],[61090],,,,,
[Mariage3952],[61114],,,,,
[Mariage3953],[100188],,,,,
[Mariage3954],[74121],,,,,
[Mariage3955],[75659],,,,,
[Mariage3956],[54606],,,,,
[Mariage3956],[88589],,,,,
[Mariage3956],[98602],,,,,
[Mariage3957],[82544],,,,,
[Mariage3958],[66618],,,,,
[Mariage3959],[74058],,,,,
[Mariage3959],[82699],,,,,
[Mariage3960],[63648],,,,,
[Mariage3961],[74999],,,,,
[Mariage3962],[68266],,,,,
[Mariage3963],[100197],,,,,
[Mariage3965],[68334],,,,,
[Mariage3967],[81540],,,,,
[Mariage3967],[81542],,,,,
[Mariage3968],[63975],,,,,
[Mariage3969],[91236],,,,,
[Mariage3972],[76998],,,,,
[Mariage3972],[91443],,,,,
[Mariage3974],[91834],,,,,
[Mariage3976],[63923],,,,,
[Mariage3977],[91835],,,,,
[Mariage3978],[92443],,,,,
[Mariage3979],[98925],,,,,
[Mariage3979],[98926],,,,,
[Mariage3980],[63632],,,,,
[Mariage3980],[98987],,,,,
[Mariage3981],[76166],,,,,
[Mariage3982],[98928],,,,,
[Mariage3982],[98929],,,,,
[Mariage3982],[98932],,,,,
[Mariage3984],[89794],,,,,
[Mariage3985],[66827],,,,,
[Mariage3986],[100234],,,,,
[Mariage3988],[100237],,,,,
[Mariage3990],[74962],,,,,
[Mariage3991],[100079],,,,,
[Mariage3992],[75971],,,,,
[Mariage3992],[97371],,,,,
[Mariage3993],[97982],,,,,
[Mariage3994],[66637],,,,,
[Mariage3994],[75909],,,,,
[Mariage3994],[97909],,,,,
[Mariage3994],[98916],,,,,
[Mariage3994],[99200],,,,,
[Mariage3995],[76983],,,,,
[Mariage3995],[91831],,,,,
[Mariage3996],[74055],,,,,
[Mariage3996],[74057],,,,,
[Mariage3996],[91358],,,,,
[Mariage3996],[92462],,,,,
[Mariage3996],[97492],,,,,
[Mariage3997],[91830],,,,,
[Mariage3997],[91832],,,,,
[Mariage3998],[66203],,,,,
[Mariage3998],[98813],,,,,
[Mariage3999],[68373],,,,,
[Mariage3999],[98854],,,,,
[Mariage4000],[98855],,,,,
[Mariage4000],[100256],,,,,
[Mariage4001],[68726],,,,,
[Mariage4003],[63811],,,,,
[Mariage4003],[63812],,,,,
[Mariage4003],[74963],,,,,
[Mariage4004],[81037],,,,,
[Mariage4006],[74053],,,,,
[Mariage4006],[74054],,,,,
[Mariage4007],[53564],,,,,
[Mariage4007],[53566],,,,,
[Mariage4008],[50672],,,,,
[Mariage4008],[91360],,,,,
[Mariage4009],[68301],,,,,
[Mariage4009],[98345],,,,,
[Mariage4010],[82168],,,,,
[Mariage4011],[61397],,,,,
[Mariage4011],[82169],,,,,
[Mariage4011],[99172],,,,,
[Mariage4012],[100268],,,,,
[Mariage4013],[98104],,,,,
[Mariage4014],[68061],,,,,
[Mariage4015],[75237],,,,,
[Mariage4016],[75238],,,,,
[Mariage4017],[95208],,,,,
[Mariage4019],[100276],,,,,
[Mariage4020],[67281],,,,,
[Mariage4021],[67282],,,,,
[Mariage4022],[67280],,,,,
[Mariage4024],[75322],,,,,
[Mariage4025],[100286],,,,,
[Mariage4026],[95206],,,,,
[Mariage4027],[91153],,,,,
[Mariage4028],[100292],,,,,
[Mariage4029],[100293],,,,,
[Mariage4030],[61154],,,,,
[Mariage4030],[63804],,,,,
[Mariage4030],[63806],,,,,
[Mariage4031],[67696],,,,,
[Mariage4032],[95384],,,,,
[Mariage4033],[97785],,,,,
[Mariage4034],[75973],,,,,
[Mariage4035],[100308],,,,,
[Mariage4036],[98942],,,,,
[Mariage4036],[98944],,,,,
[Mariage4037],[98946],,,,,
[Mariage4038],[68822],,,,,
[Mariage4038],[91160],,,,,
[Mariage4038],[98921],,,,,
[Mariage4039],[100495],,,,,
[Mariage4040],[75656],,,,,
[Mariage4040],[75660],,,,,
[Mariage4041],[98920],,,,,
[Mariage4041],[98922],,,,,
[Mariage4041],[100656],,,,,
[Mariage4042],[98917],,,,,
[Mariage4043],[98815],,,,,
[Mariage4043],[100639],,,,,
[Mariage4044],[75717],,,,,
[Mariage4044],[75718],,,,,
[Mariage4044],[99679],,,,,
[Mariage4045],[99682],,,,,
[Mariage4046],[100487],,,,,
[Mariage4047],[91257],,,,,
[Mariage4048],[68589],,,,,
[Mariage4049],[99580],,,,,
[Mariage4050],[82170],,,,,
[Mariage4051],[51704],,,,,
[Mariage4052],[75604],,,,,
[Mariage4052],[97690],,,,,
[Mariage4052],[97933],,,,,
[Mariage4053],[97768],,,,,
[Mariage4053],[97769],,,,,
[Mariage4054],[97692],,,,,
[Mariage4054],[97693],,,,,
[Mariage4055],[68341],,,,,
[Mariage4056],[68725],,,,,
[Mariage4057],[68980],,,,,
[Mariage4057],[68982],,,,,
[Mariage4057],[68983],,,,,
[Mariage4058],[64849],,,,,
[Mariage4058],[66623],,,,,
[Mariage4058],[68312],,,,,
[Mariage4058],[70140],,,,,
[Mariage4058],[70145],,,,,
[Mariage4059],[66644],,,,,
[Mariage4059],[100289],,,,,
[Mariage4060],[98230],,,,,
[Mariage4061],[67018],,,,,
[Mariage4063],[97903],,,,,
[Mariage4064],[90796],,,,,
[Mariage4065],[99175],,,,,
[Mariage4066],[65515],,,,,
[Mariage4067],[65517],,,,,
[Mariage4068],[85165],,,,,
[Mariage4068],[85166],,,,,
[Mariage4069],[96452],,,,,
[Mariage4069],[100698],,,,,
[Mariage4070],[98142],,,,,
[Mariage4070],[100699],,,,,
[Mariage4071],[51585],,,,,
[Mariage4071],[91267],,,,,
[Mariage4072],[100643],,,,,
[Mariage4073],[98810],,,,,
[Mariage4074],[97921],,,,,
[Mariage4074],[98811],,,,,
[Mariage4075],[75324],,,,,
[Mariage4075],[99146],,,,,
[Mariage4075],[99148],,,,,
[Mariage4076],[91822],,,,,
[Mariage4077],[99798],,,,,
[Mariage4078],[99169],,,,,
[Mariage4079],[68763],,,,,
[Mariage4080],[68327],,,,,
[Mariage4080],[98069],,,,,
[Mariage4081],[68744],,,,,
[Mariage4082],[100654],,,,,
[Mariage4084],[99036],,,,,
[Mariage4084],[99037],,,,,
[Mariage4085],[97372],,,,,
[Mariage4087],[91774],,,,,
[Mariage4088],[100663],,,,,
[Mariage4089],[100662],,,,,
[Mariage4090],[100664],,,,,
[Mariage4091],[68293],,,,,
[Mariage4092],[88580],,,,,
[Mariage4093],[92148],,,,,
[Mariage4094],[100674],,,,,
[Mariage4095],[82143],,,,,
[Mariage4097],[63943],,,,,
[Mariage4097],[98893],,,,,
[Mariage4098],[76878],,,,,
[Mariage4099],[100682],,,,,
[Mariage4100],[82761],,,,,
[Mariage4101],[50268],,,,,
[Mariage4102],[69981],,,,,
[Mariage4103],[98603],,,,,
[Mariage4104],[100691],,,,,
[Mariage4106],[100694],,,,,
[Mariage4108],[51399],,,,,
[Mariage4109],[100697],,,,,
[Mariage4110],[68299],,,,,
[Mariage4112],[100705],,,,,
[Mariage4113],[91808],,,,,
[Mariage4114],[91840],,,,,
[Mariage4115],[100069],,,,,
[Mariage4116],[100070],,,,,
[Mariage4117],[100072],,,,,
[Mariage4118],[63749],,,,,
[Mariage4118],[75654],,,,,
[Mariage4120],[91158],,,,,
[Mariage4121],[100717],,,,,
[Mariage4122],[91157],,,,,
[Mariage4124],[77349],,,,,
[Mariage4125],[99030],,,,,
[Mariage4126],[51081],,,,,
[Mariage4128],[100730],,,,,
[Mariage4129],[100728],,,,,
[Mariage4130],[91221],,,,,
[Mariage4132],[75023],,,,,
[Mariage4132],[75655],,,,,
[Mariage4132],[75657],,,,,
[Mariage4133],[100228],,,,,
[Mariage4135],[98381],,,,,
[Mariage4136],[91151],,,,,
[Mariage4136],[100739],,,,,
[Mariage4137],[100742],,,,,
[Mariage4137],[100749],,,,,
[Mariage4138],[100743],,,,,
[Mariage4139],[99034],,,,,
[Mariage4140],[100751],,,,,
[Mariage4142],[100753],,,,,
[Mariage4144],[100756],,,,,
[Mariage4145],[62362],,,,,
[Mariage4146],[62424],,,,,
[Mariage4146],[64010],,,,,
[Mariage4147],[64009],,,,,
[Mariage4147],[70017],,,,,
[Mariage4147],[82326],,,,,
[Mariage4148],[63737],,,,,
[Mariage4149],[100760],,,,,
[Mariage4150],[63924],,,,,
[Mariage4151],[88466],,,,,
[Mariage4152],[63563],,,,,
[Mariage4152],[74322],,,,,
[Mariage4152],[75013],,,,,
[Mariage4154],[75012],,,,,
[Mariage4154],[99177],,,,,
[Mariage4155],[69328],,,,,
[Mariage4156],[68364],,,,,
[Mariage4157],[89828],,,,,
[Mariage4158],[83717],,,,,
[Mariage4159],[62767],,,,,
[Mariage4159],[88381],,,,,
[Mariage4160],[83716],,,,,
[Mariage4161],[75726],,,,,
[Mariage4162],[64035],,,,,
[Mariage4162],[73591],,,,,
[Mariage4162],[77497],,,,,
[Mariage4163],[57346],,,,,
[Mariage4164],[100782],,,,,
[Mariage4164],[100785],,,,,
[Mariage4165],[97575],,,,,
[Mariage4166],[64034],,,,,
[Mariage4167],[91846],,,,,
[Mariage4167],[91847],,,,,
[Mariage4168],[97658],,,,,
[Mariage4168],[99196],,,,,
[Mariage4169],[100185],,,,,
[Mariage4170],[63653],,,,,
[Mariage4170],[94892],,,,,
[Mariage4171],[100790],,,,,
[Mariage4172],[100795],,,,,
[Mariage4173],[64198],,,,,
[Mariage4174],[64199],,,,,
[Mariage4175],[61174],,,,,
[Mariage4175],[63548],,,,,
[Mariage4175],[69091],,,,,
[Mariage4175],[69092],,,,,
[Mariage4176],[76364],,,,,
[Mariage4176],[97496],,,,,
[Mariage4177],[62433],,,,,
[Mariage4177],[100796],,,,,
[Mariage4178],[61099],,,,,
[Mariage4180],[68379],,,,,
[Mariage4181],[68062],,,,,
[Mariage4182],[97917],,,,,
[Mariage4185],[100815],,,,,
[Mariage4186],[68547],,,,,
[MonoP50002],[68441],,,,,
[MonoP50017],[61959],,,,,
[MonoP50025],[50451],,,,,
[MonoP50025],[79690],,,,,
[MonoP50028],[60004],,,,,
[MonoP50094],[71303],,,,,
[MonoP50107],[71195],,,,,
[MonoP50151],[54160],,,,,
[MonoP50177],[50165],,,,,
[MonoP50269],[53196],,,,,
[MonoP50292],[74943],,,,,
[MonoP50296],[65810],,,,,
[MonoP50311],[50303],,,,,
[MonoP50318],[56873],,,,,
[MonoP50358],[59187],,,,,
[MonoP50364],[64132],,,,,
[MonoP50379],[77180],,,,,
[MonoP50385],[71113],,,,,
[MonoP50387],[85010],,,,,
[MonoP50401],[65811],,,,,
[MonoP50401],[81003],,,,,
[MonoP50402],[65812],,,,,
[MonoP50405],[55146],,,,,
[MonoP50423],[80956],,,,,
[MonoP50425],[58988],,,,,
[MonoP50487],[83501],,,,,
[MonoP50522],[71572],,,,,
[MonoP50573],[53734],,,,,
[MonoP50573],[71456],,,,,
[MonoP50574],[71811],,,,,
[MonoP50610],[53619],,,,,
[MonoP50610],[53620],,,,,
[MonoP50611],[53662],,,,,
[MonoP50611],[71419],,,,,
[MonoP50652],[68554],,,,,
[MonoP50652],[70020],,,,,
[MonoP50670],[52216],,,,,
[MonoP50673],[64352],,,,,
[MonoP50676],[69984],,,,,
[MonoP50680],[63105],,,,,
[MonoP50684],[51264],,,,,
[MonoP50684],[64391],,,,,
[MonoP50699],[50890],,,,,
[MonoP50706],[65818],,,,,
[MonoP50712],[52889],,,,,
[MonoP50714],[66267],,,,,
[MonoP50714],[68436],,,,,
[MonoP50751],[51343],,,,,
[MonoP50751],[51344],,,,,
[MonoP50754],[51352],,,,,
[MonoP50755],[52429],,,,,
[MonoP50764],[70038],,,,,
[MonoP50799],[53184],,,,,
[MonoP50799],[80905],,,,,
[MonoP50800],[68492],,,,,
[MonoP50801],[51401],,,,,
[MonoP50825],[52074],,,,,
[MonoP50836],[54188],,,,,
[MonoP50849],[53543],,,,,
[MonoP50859],[69734],,,,,
[MonoP50863],[66261],,,,,
[MonoP50873],[69242],,,,,
[MonoP50874],[97564],,,,,
[MonoP50881],[52826],,,,,
[MonoP50915],[58067],,,,,
[MonoP50932],[62359],,,,,
[MonoP50935],[56806],,,,,
[MonoP50967],[51175],,,,,
[MonoP50974],[51184],,,,,
[MonoP50974],[73989],,,,,
[MonoP50993],[51196],,,,,
[MonoP50993],[53176],,,,,
[MonoP51001],[53193],,,,,
[MonoP51022],[58662],,,,,
[MonoP51042],[70194],,,,,
[MonoP51055],[71306],,,,,
[MonoP51069],[53571],,,,,
[MonoP51101],[54362],,,,,
[MonoP51101],[66264],,,,,
[MonoP51106],[71440],,,,,
[MonoP51124],[53775],,,,,
[MonoP51149],[73837],,,,,
[MonoP51158],[59560],,,,,
[MonoP51196],[54051],,,,,
[MonoP51202],[73919],,,,,
[MonoP51227],[68229],,,,,
[MonoP51230],[56530],,,,,
[MonoP51230],[80953],,,,,
[MonoP51264],[69211],,,,,
[MonoP51270],[54313],,,,,
[MonoP51287],[52895],,,,,
[MonoP51287],[52896],,,,,
[MonoP51287],[52898],,,,,
[MonoP51288],[69244],,,,,
[MonoP51306],[64807],,,,,
[MonoP51307],[65829],,,,,
[MonoP51310],[52945],,,,,
[MonoP51324],[64465],,,,,
[MonoP51352],[53037],,,,,
[MonoP51356],[66269],,,,,
[MonoP51376],[54650],,,,,
[MonoP51392],[82495],,,,,
[MonoP51403],[56767],,,,,
[MonoP51414],[82145],,,,,
[MonoP51422],[51018],,,,,
[MonoP51433],[82317],,,,,
[MonoP51454],[52640],,,,,
[MonoP51458],[64838],,,,,
[MonoP51464],[52515],,,,,
[MonoP51468],[77007],,,,,
[MonoP51475],[69124],,,,,
[MonoP51475],[75193],,,,,
[MonoP51483],[56547],,,,,
[MonoP51490],[75816],,,,,
[MonoP51496],[65834],,,,,
[MonoP51518],[66342],,,,,
[MonoP51518],[66343],,,,,
[MonoP51520],[61275],,,,,
[MonoP51539],[52158],,,,,
[MonoP51539],[97561],,,,,
[MonoP51546],[52164],,,,,
[MonoP51560],[52757],,,,,
[MonoP51571],[91091],,,,,
[MonoP51575],[52766],,,,,
[MonoP51579],[52770],,,,,
[MonoP51582],[50857],,,,,
[MonoP51582],[81063],,,,,
[MonoP51582],[83050],,,,,
[MonoP51587],[68737],,,,,
[MonoP51601],[54137],,,,,
[MonoP51611],[65630],,,,,
[MonoP51612],[63498],,,,,
[MonoP51612],[83182],,,,,
[MonoP51612],[83183],,,,,
[MonoP51612],[83185],,,,,
[MonoP51621],[70025],,,,,
[MonoP51625],[73596],,,,,
[MonoP51653],[91009],,,,,
[MonoP51673],[65838],,,,,
[MonoP51679],[61512],,,,,
[MonoP51679],[68537],,,,,
[MonoP51686],[52304],,,,,
[MonoP51693],[52121],,,,,
[MonoP51696],[64411],,,,,
[MonoP51699],[52315],,,,,
[MonoP51699],[52922],,,,,
[MonoP51721],[52954],,,,,
[MonoP51721],[75182],,,,,
[MonoP51738],[50348],,,,,
[MonoP51740],[99164],,,,,
[MonoP51741],[68562],,,,,
[MonoP51752],[50930],,,,,
[MonoP51757],[69804],,,,,
[MonoP51767],[75878],,,,,
[MonoP51788],[52386],,,,,
[MonoP51796],[76838],,,,,
[MonoP51825],[64831],,,,,
[MonoP51826],[61709],,,,,
[MonoP51826],[63718],,,,,
[MonoP51829],[52435],,,,,
[MonoP51832],[52437],,,,,
[MonoP51834],[50760],,,,,
[MonoP51838],[68231],,,,,
[MonoP51845],[64813],,,,,
[MonoP51856],[75669],,,,,
[MonoP51863],[50768],,,,,
[MonoP51863],[83721],,,,,
[MonoP51867],[83184],,,,,
[MonoP51876],[64842],,,,,
[MonoP51876],[68190],,,,,
[MonoP51881],[69137],,,,,
[MonoP51881],[74139],,,,,
[MonoP51885],[62827],,,,,
[MonoP51893],[56990],,,,,
[MonoP51897],[75185],,,,,
[MonoP51906],[66252],,,,,
[MonoP51913],[50397],,,,,
[MonoP51931],[53152],,,,,
[MonoP51938],[69258],,,,,
[MonoP51955],[76093],,,,,
[MonoP51961],[66824],,,,,
[MonoP51982],[61517],,,,,
[MonoP51983],[83034],,,,,
[MonoP51996],[61562],,,,,
[MonoP52002],[53230],,,,,
[MonoP52033],[75158],,,,,
[MonoP52033],[75160],,,,,
[MonoP52065],[66982],,,,,
[MonoP52066],[75420],,,,,
[MonoP52074],[50291],,,,,
[MonoP52076],[54391],,,,,
[MonoP52097],[52711],,,,,
[MonoP52124],[68423],,,,,
[MonoP52142],[54180],,,,,
[MonoP52144],[58225],,,,,
[MonoP52175],[51051],,,,,
[MonoP52190],[52756],,,,,
[MonoP52190],[62974],,,,,
[MonoP52190],[74041],,,,,
[MonoP52190],[76021],,,,,
[MonoP52191],[74043],,,,,
[MonoP52191],[74152],,,,,
[MonoP52191],[88582],,,,,
[MonoP52201],[51060],,,,,
[MonoP52201],[68917],,,,,
[MonoP52238],[54288],,,,,
[MonoP52254],[52821],,,,,
[MonoP52267],[54326],,,,,
[MonoP52267],[73638],,,,,
[MonoP52273],[54340],,,,,
[MonoP52273],[74137],,,,,
[MonoP52279],[64981],,,,,
[MonoP52283],[50894],,,,,
[MonoP52304],[54390],,,,,
[MonoP52305],[77153],,,,,
[MonoP52311],[78114],,,,,
[MonoP52337],[52964],,,,,
[MonoP52364],[56515],,,,,
[MonoP52398],[53024],,,,,
[MonoP52425],[59628],,,,,
[MonoP52485],[68258],,,,,
[MonoP52507],[53162],,,,,
[MonoP52517],[54868],,,,,
[MonoP52540],[53208],,,,,
[MonoP52543],[52544],,,,,
[MonoP52549],[51011],,,,,
[MonoP52573],[64806],,,,,
[MonoP52576],[75113],,,,,
[MonoP52594],[54805],,,,,
[MonoP52609],[82569],,,,,
[MonoP52619],[79540],,,,,
[MonoP52620],[78061],,,,,
[MonoP52638],[75700],,,,,
[MonoP52674],[54638],,,,,
[MonoP52680],[60845],,,,,
[MonoP52689],[97890],,,,,
[MonoP52692],[55259],,,,,
[MonoP52697],[69949],,,,,
[MonoP52722],[69082],,,,,
[MonoP52736],[75825],,,,,
[MonoP52745],[51055],,,,,
[MonoP52745],[66243],,,,,
[MonoP52751],[66280],,,,,
[MonoP52754],[54156],,,,,
[MonoP52754],[92603],,,,,
[MonoP52857],[69183],,,,,
[MonoP52857],[69184],,,,,
[MonoP52886],[73606],,,,,
[MonoP52901],[63462],,,,,
[MonoP52907],[82570],,,,,
[MonoP52918],[54912],,,,,
[MonoP52922],[54406],,,,,
[MonoP52922],[66265],,,,,
[MonoP52947],[75275],,,,,
[MonoP52972],[92693],,,,,
[MonoP52997],[68233],,,,,
[MonoP52997],[69931],,,,,
[MonoP53036],[75313],,,,,
[MonoP53037],[63039],,,,,
[MonoP53059],[71606],,,,,
[MonoP53070],[73858],,,,,
[MonoP53076],[52663],,,,,
[MonoP53080],[78598],,,,,
[MonoP53104],[55140],,,,,
[MonoP53106],[69948],,,,,
[MonoP53113],[51182],,,,,
[MonoP53115],[75701],,,,,
[MonoP53151],[75605],,,,,
[MonoP53175],[87440],,,,,
[MonoP53184],[54058],,,,,
[MonoP53252],[54807],,,,,
[MonoP53252],[54808],,,,,
[MonoP53256],[53257],,,,,
[MonoP53277],[62175],,,,,
[MonoP53297],[57876],,,,,
[MonoP53311],[73645],,,,,
[MonoP53340],[82952],,,,,
[MonoP53417],[70804],,,,,
[MonoP53442],[69881],,,,,
[MonoP53594],[54071],,,,,
[MonoP53648],[71401],,,,,
[MonoP53648],[83570],,,,,
[MonoP53775],[71153],,,,,
[MonoP53775],[83517],,,,,
[MonoP53816],[50539],,,,,
[MonoP53816],[71521],,,,,
[MonoP53939],[83515],,,,,
[MonoP53939],[83518],,,,,
[MonoP53962],[71655],,,,,
[MonoP53994],[66262],,,,,
[MonoP54002],[90945],,,,,
[MonoP54080],[89765],,,,,
[MonoP54132],[84406],,,,,
[MonoP54140],[65173],,,,,
[MonoP54150],[75763],,,,,
[MonoP54152],[79542],,,,,
[MonoP54168],[95224],,,,,
[MonoP54180],[71271],,,,,
[MonoP54206],[82961],,,,,
[MonoP54259],[68451],,,,,
[MonoP54293],[60649],,,,,
[MonoP54326],[71405],,,,,
[MonoP54326],[73588],,,,,
[MonoP54372],[75229],,,,,
[MonoP54388],[79612],,,,,
[MonoP54441],[87016],,,,,
[MonoP54446],[73794],,,,,
[MonoP54462],[59730],,,,,
[MonoP54478],[71380],,,,,
[MonoP54514],[53877],,,,,
[MonoP54514],[54515],,,,,
[MonoP54518],[69106],,,,,
[MonoP54551],[53894],,,,,
[MonoP54570],[70180],,,,,
[MonoP54633],[53996],,,,,
[MonoP54685],[54039],,,,,
[MonoP54699],[92663],,,,,
[MonoP54699],[92665],,,,,
[MonoP54713],[54712],,,,,
[MonoP54733],[69318],,,,,
[MonoP54744],[80485],,,,,
[MonoP54762],[50617],,,,,
[MonoP54797],[82480],,,,,
[MonoP54822],[65367],,,,,
[MonoP54851],[65381],,,,,
[MonoP54854],[90019],,,,,
[MonoP54867],[92867],,,,,
[MonoP54877],[92870],,,,,
[MonoP54928],[90067],,,,,
[MonoP54940],[69914],,,,,
[MonoP54986],[70787],,,,,
[MonoP54996],[67095],,,,,
[MonoP54996],[67096],,,,,
[MonoP55016],[86760],,,,,
[MonoP55022],[92819],,,,,
[MonoP55118],[82962],,,,,
[MonoP55131],[54878],,,,,
[MonoP55143],[66271],,,,,
[MonoP55143],[71262],,,,,
[MonoP55184],[54922],,,,,
[MonoP55200],[69794],,,,,
[MonoP55214],[90501],,,,,
[MonoP55292],[83108],,,,,
[MonoP55307],[65980],,,,,
[MonoP55307],[65981],,,,,
[MonoP55307],[65982],,,,,
[MonoP55307],[65983],,,,,
[MonoP55307],[65984],,,,,
[MonoP55307],[65985],,,,,
[MonoP55307],[65986],,,,,
[MonoP55307],[65988],,,,,
[MonoP55307],[65989],,,,,
[MonoP55307],[65990],,,,,
[MonoP55329],[69607],,,,,
[MonoP55353],[86031],,,,,
[MonoP55409],[65767],,,,,
[MonoP55409],[65768],,,,,
[MonoP55409],[65769],,,,,
[MonoP55409],[65770],,,,,
[MonoP55409],[65771],,,,,
[MonoP55534],[86072],,,,,
[MonoP55534],[86073],,,,,
[MonoP55534],[86074],,,,,
[MonoP55549],[69495],,,,,
[MonoP55551],[77179],,,,,
[MonoP55575],[65355],,,,,
[MonoP55613],[57542],,,,,
[MonoP55622],[55393],,,,,
[MonoP55628],[68657],,,,,
[MonoP55664],[78934],,,,,
[MonoP55700],[89719],,,,,
[MonoP55705],[56600],,,,,
[MonoP55707],[89368],,,,,
[MonoP55707],[89750],,,,,
[MonoP55714],[50329],,,,,
[MonoP55721],[77071],,,,,
[MonoP55722],[83083],,,,,
[MonoP55748],[64762],,,,,
[MonoP55751],[76749],,,,,
[MonoP55759],[75629],,,,,
[MonoP55764],[55547],,,,,
[MonoP55769],[52653],,,,,
[MonoP55771],[56378],,,,,
[MonoP55772],[50314],,,,,
[MonoP55783],[53161],,,,,
[MonoP55784],[68435],,,,,
[MonoP55785],[69481],,,,,
[MonoP55821],[68230],,,,,
[MonoP55826],[52196],,,,,
[MonoP55826],[69194],,,,,
[MonoP55829],[51246],,,,,
[MonoP55829],[52769],,,,,
[MonoP55830],[55494],,,,,
[MonoP55833],[82512],,,,,
[MonoP55838],[51436],,,,,
[MonoP55854],[51287],,,,,
[MonoP55858],[68422],,,,,
[MonoP55866],[63363],,,,,
[MonoP55875],[68515],,,,,
[MonoP55877],[90559],,,,,
[MonoP55883],[63962],,,,,
[MonoP55894],[82303],,,,,
[MonoP55899],[52113],,,,,
[MonoP55909],[53171],,,,,
[MonoP55920],[95110],,,,,
[MonoP55936],[90552],,,,,
[MonoP55937],[57264],,,,,
[MonoP55972],[68640],,,,,
[MonoP55974],[69719],,,,,
[MonoP55993],[99391],,,,,
[MonoP56006],[75104],,,,,
[MonoP56011],[97195],,,,,
[MonoP56032],[75707],,,,,
[MonoP56054],[52166],,,,,
[MonoP56060],[63787],,,,,
[MonoP56060],[91116],,,,,
[MonoP56066],[69501],,,,,
[MonoP56071],[69922],,,,,
[MonoP56076],[52109],,,,,
[MonoP56110],[65532],,,,,
[MonoP56118],[74134],,,,,
[MonoP56119],[88998],,,,,
[MonoP56127],[56459],,,,,
[MonoP56131],[56369],,,,,
[MonoP56145],[66277],,,,,
[MonoP56145],[74162],,,,,
[MonoP56162],[57122],,,,,
[MonoP56162],[69932],,,,,
[MonoP56171],[91865],,,,,
[MonoP56205],[56772],,,,,
[MonoP56216],[68687],,,,,
[MonoP56217],[58700],,,,,
[MonoP56217],[77817],,,,,
[MonoP56233],[52833],,,,,
[MonoP56238],[80960],,,,,
[MonoP56272],[53265],,,,,
[MonoP56272],[75144],,,,,
[MonoP56280],[77436],,,,,
[MonoP56281],[56812],,,,,
[MonoP56300],[88316],,,,,
[MonoP56316],[78268],,,,,
[MonoP56319],[52636],,,,,
[MonoP56319],[56565],,,,,
[MonoP56349],[75150],,,,,
[MonoP56381],[90797],,,,,
[MonoP56383],[50334],,,,,
[MonoP56398],[65925],,,,,
[MonoP56440],[86004],,,,,
[MonoP56441],[66275],,,,,
[MonoP56449],[68235],,,,,
[MonoP56459],[65523],,,,,
[MonoP56508],[55014],,,,,
[MonoP56516],[57440],,,,,
[MonoP56527],[60505],,,,,
[MonoP56627],[78242],,,,,
[MonoP56680],[77690],,,,,
[MonoP56698],[51216],,,,,
[MonoP56713],[78125],,,,,
[MonoP56715],[82907],,,,,
[MonoP56715],[82908],,,,,
[MonoP56715],[82909],,,,,
[MonoP56722],[75415],,,,,
[MonoP56746],[50093],,,,,
[MonoP56796],[75338],,,,,
[MonoP56797],[79984],,,,,
[MonoP56803],[55125],,,,,
[MonoP56813],[80202],,,,,
[MonoP56831],[80012],,,,,
[MonoP56834],[78340],,,,,
[MonoP56840],[69032],,,,,
[MonoP56848],[75475],,,,,
[MonoP56872],[53960],,,,,
[MonoP56900],[58235],,,,,
[MonoP56900],[70394],,,,,
[MonoP56970],[68848],,,,,
[MonoP57007],[60238],,,,,
[MonoP57007],[78861],,,,,
[MonoP57144],[68849],,,,,
[MonoP57146],[78229],,,,,
[MonoP57169],[57079],,,,,
[MonoP57235],[64999],,,,,
[MonoP57412],[59464],,,,,
[MonoP57424],[89662],,,,,
[MonoP57480],[79409],,,,,
[MonoP57607],[50044],,,,,
[MonoP57613],[86077],,,,,
[MonoP57694],[68679],,,,,
[MonoP57828],[70387],,,,,
[MonoP57875],[80183],,,,,
[MonoP57891],[72766],,,,,
[MonoP57902],[77573],,,,,
[MonoP58138],[69756],,,,,
[MonoP58195],[60233],,,,,
[MonoP58195],[80054],,,,,
[MonoP58229],[71097],,,,,
[MonoP58310],[75091],,,,,
[MonoP58356],[59805],,,,,
[MonoP58393],[62157],,,,,
[MonoP58630],[50085],,,,,
[MonoP58700],[75535],,,,,
[MonoP59029],[87128],,,,,
[MonoP59233],[54855],,,,,
[MonoP59261],[85867],,,,,
[MonoP59312],[88345],,,,,
[MonoP59312],[88346],,,,,
[MonoP59609],[87472],,,,,
[MonoP59663],[79587],,,,,
[MonoP60159],[59919],,,,,
[MonoP60360],[73430],,,,,
[MonoP60563],[83960],,,,,
[MonoP60862],[82665],,,,,
[MonoP60931],[86625],,,,,
[MonoP60936],[57883],,,,,
[MonoP61076],[50017],,,,,
[MonoP61088],[75086],,,,,
[MonoP61130],[61168],,,,,
[MonoP61132],[97494],,,,,
[MonoP61138],[51867],,,,,
[MonoP61147],[63534],,,,,
[MonoP61163],[82536],,,,,
[MonoP61167],[64089],,,,,
